item_id,ai_decision,confidence,label,syllable,rule,image,reason
4219223592d2d1a7,unsure,0.35,咍,hay,s2_inter_s3_corrected,silver/yen4_page_0060_c01_001.png,"Crop quá mờ/nhạt, gần như nhiễu, chỉ thấy vệt 台 rất mờ, không đủ để xác nhận 咍."
62604c9027de912c,unsure,0.4,㐌,đã,s2_inter_s3_corrected,silver/yen2_page_0092_c04_081.png,"Ảnh viết thảo/mờ rậm nét, không xác nhận chắc chắn khớp glyph 㐌 đơn giản của ref."
ec2e26a02e3b52e8,unsure,0.4,召,chịu,s2_inter_s3_corrected,silver/yen2_page_0132_c02_024.png,"Glyph thảo cong, không rõ 刀+口 của 召; có thể là 受 (cùng âm chịu), khó quyết."
8556585036c3c044,unsure,0.4,殳,một,s2_inter_s3_corrected,silver/yen4_page_0290_c04_081.png,"Glyph nhỏ/mờ, nét thảo, không đủ rõ để xác nhận 殳 (几+又)."
b9d0886a186f493d,unsure,0.4,娄,sau,s2_inter_s3_corrected,silver/yen11_page_0212_c05_090.png,"Dau 2 moc (卯/羽) + giua 未/木 + day mo; co the la 婁 (dang phon the cua 娄) nhung khong chac, khac ref."
7549962971414c2a,wrong_label,0.4,寺,thì,s2_inter_s3_corrected,silver/yen2_page_0044_c02_028.png,Đầu là 土 nhưng đáy là hộp kín 日 (giống 旹/峕) chứ không phải 寸 của 寺; cùng âm 'thì' nhưng glyph khác ref.
84a8fa514453feeb,wrong_label,0.4,如,nhà,s2_inter_s3_corrected,silver/yen2_page_0280_c04_067.png,"Crop là chữ hộp đối xứng giống 西/亞/亙, không thấy bộ 女 bên trái của 如 như ref."
a1e3dae24ba28a8d,wrong_label,0.4,寺,thì,s2_inter_s3_corrected,silver/yen2_page_0234_c09_159.png,"Thân dạng 甫/南 có sọc dọc trong khung hộp, không khớp cấu trúc 土+寸 của 寺 trong ref."
aa7fc8b33917dadd,unsure,0.4,共,cùng,s2_inter_s3_corrected,silver/yen4_page_0018_c06_090.png,"Phần trên giống 廿一 của 共 nhưng đáy trông như hộp/lưới, không rõ 八 chân, không chắc."
39151c3677328337,wrong_label,0.4,喡,và,s2_inter_s3_corrected,silver/yen4_page_0054_c05_097.png,"Crop là chữ xếp dọc kiểu 爲/章, không phải cấu trúc 口+為 của ref 喡; có thể là 爲 (cùng âm và)."
12d6df18dfd1c5bc,unsure,0.4,罪,tội,s2_inter_s3_corrected,silver/yen4_page_0230_c08_147.png,"Crop cao, phần trên rất mờ/faint, khó xác nhận có phải 罪 (罒 trên 非) hay dính chữ."
eed7b0e8151f4c69,unsure,0.4,垩,thánh,s2_inter_s3_corrected,silver/yen11_page_0206_c05_101.png,"Crop cao, trông gần 聖 (thánh) hơn là ref 垩 (圣+土); khó chắc là dính chữ hay chữ khác."
1c6b83abfc563f34,unsure,0.4,樞,giu,s1_inter_s3_out_of_dict,silver/yen4_page_0112_c07_118.png,"Glyph mờ, vế phải giống 亘 chứ không phải 區 (品 trong 匚) → không xác nhận được 樞."
8fb04268957de5d2,unsure,0.4,伂,phải,s3_head_bank_consensus,silver/yen4_page_0070_c06_127.png,"Mờ, tách thành 2 phần chồng nhau; cấu trúc 亻+巿 chỉ khớp một phần, không chắc."
4ea3aff386c7fb44,wrong_label,0.4,丕,vậy,s2_inter_s3_corrected,silver/yen2_page_0278_c08_154.png,"Có bộ vuông (口/网) đè trên 不, không giống 丕 (不+一)."
9af8c23c87e94ae4,wrong_label,0.4,沛,phải,s2_inter_s3_corrected,silver/yen11_page_0106_c02_039.png,Không thấy bộ 氵 của 沛; trái giống 尸/厂. Không khớp 沛.
e36bd5966c4bea16,unsure,0.4,秋,su,s3_head_bank_consensus,silver/yen4_page_0162_c06_136.png,"Mờ, có nét giống 火 nhưng bố cục không rõ là 秋 (禾+火)."
92e48a54df4dc159,unsure,0.4,為,vì,s2_inter_s3_corrected,silver/yen2_page_0102_c05_101.png,"Thân chữ giống 广/庸, không rõ là 為/爲; mờ."
e42fc9f509b91869,wrong_image,0.4,衣,ấy,s2_inter_s3_corrected,silver/yen2_page_0098_c09_167.png,"Crop nhiều mảnh (ô vuông trên + phần dưới lộn xộn), không nhận ra 衣."
46b80a0832ffe0c8,unsure,0.4,邏,lạ,s2_inter_s3_corrected,silver/yen11_page_0296_c01_008.png,"Có bộ 辶, phần trong hợp 羅 nhưng quá mờ, không chắc là 邏."
c77bc01e73db707e,unsure,0.4,跪,quì,s3_head_bank_consensus,silver/yen4_page_0034_c06_111.png,"Chữ thảo rất rối, giống nét 糸/経; không chắc đúng 跪 hay chữ khác."
1d2b54faff8d48c3,unsure,0.4,召,chịu,s2_inter_s3_corrected,silver/yen4_page_0212_c02_030.png,"Crop có ô vuông (田/甲) phía trên + nét móc phía dưới, cấu trúc ngược với 召 (刀 trên/口 dưới); glyph mờ/nhỏ, không xác định chắc."
f99c44cbf963c5f1,unsure,0.4,茁,đốt,s2_inter_s3_corrected,silver/yen4_page_0196_c09_165.png,"Crop mờ/nhiễu, phần dưới không rõ 出; không quyết được có phải 茁."
78175ccd4ad48427,unsure,0.4,离,le,s2_inter_s3_corrected,silver/yen4_page_0034_c03_048.png,"Crop mờ, dính nét trên, phần đầu 亠 của 离 không rõ; khó xác nhận."
c3ad38cf165ef706,wrong_image,0.4,衣,ấy,s2_inter_s3_corrected,silver/yen2_page_0282_c02_021.png,"Crop khong phai 衣; trong nhu 2 manh chong (才/寸 tren + 内 duoi), khac han ref 衣, loi cat."
c5f8462f5196fd2c,unsure,0.4,𡗶,trời,s2_inter_s3_corrected,silver/yen2_page_0134_c06_114.png,"Nét mộc bản rối, có thành phần thừa (土/王 phía trên, 口 phía dưới), không chắc là 𡗶 biến thể hay dính/cắt lệch."
94afb46ba8347a53,unsure,0.4,𤯝,thắng,s3_head_bank_consensus,silver/yen4_page_0238_c09_184.png,"Chữ hiếm 𤯝; đỉnh crop có cấu trúc 生/青 gần ref nhưng đáy khác (không rõ 月), khó quyết."
288623c4a65110b8,unsure,0.4,孛,but,s1_inter_s3_out_of_dict,silver/yen2_page_0188_c07_115.png,"Glyph mờ, giống 孛 dạng thảo nhưng cũng giống chữ có bộ 广; không quyết được."
fb4c243818ccec72,wrong_label,0.4,更,một,s2_inter_s3_corrected,silver/yen11_page_0298_c01_004.png,"Crop giống 萬 (đỉnh nét chéo/艹 + 田 + chân xòe), không giống 更 (đỉnh nét ngang phẳng); nhãn 更 cho âm 'một' cũng bất thường."
0dade07a0f7e8932,unsure,0.4,𡗶,trời,s2_inter_s3_corrected,silver/yen4_page_0156_c04_056.png,"Trên giống 天/王, dưới là khối ô vuông nhiều nét chứ không rõ 上; ink-spread nên không quyết được có phải 𡗶."
dccfa865c2c3c85c,unsure,0.4,君,vua,s3_head_bank_consensus,silver/yen2_page_0092_c03_054.png,"Crop là khối ô vuông phức tạp (giống 冑/甫), không rõ 尹+口 của 君; không quyết được."
f432d40ad1d6fc1f,unsure,0.4,晜,con,s2_inter_s3_corrected,silver/yen4_page_0172_c06_146.png,"Crop quá mờ, không rõ cấu trúc 日+弟 của 晜; không quyết được."
508a4c89e8ba476b,unsure,0.4,屯,đòn,s3_head_bank_consensus,silver/yen2_page_0092_c06_135.png,"Crop nhiễu, glyph chính có vẻ thêm bộ bên trái; không xác nhận được là 屯 đơn."
f799d7aa3c0d9189,unsure,0.4,瘥,si,s2_inter_s3_corrected,silver/yen4_page_0046_c05_090.png,"Phần 多 phía trên là vệt; glyph đích mờ, không thấy rõ bộ 疒 bọc 差 của 瘥 nên không quyết được."
57390a82789a6008,unsure,0.4,釪,vồ,s2_inter_s3_corrected,silver/yen2_page_0222_c01_010.png,"Rất mờ, không thấy rõ cấu trúc 金+于 của 釪; giống 至/金, không quyết được"
6edf78a8ea83561b,unsure,0.4,殳,một,s2_inter_s3_corrected,silver/yen4_page_0120_c05_089.png,"Chữ nhỏ/mờ, trông giống 反/及 hơn 殳; có nhiễu trên và dưới"
c5b6d27f35d8ab78,unsure,0.4,綿,min,s3_head_bank_consensus,silver/yen2_page_0038_c07_133.png,"Crop hư/nhiễu nặng; bộ 糸 mờ, không xác nhận được 綿"
7e5200f5e01b6c67,unsure,0.4,些,ta,s2_inter_s3_corrected,silver/yen4_page_0168_c02_033.png,"Mờ; phần dưới giống 比/北, không thấy rõ 此+二 của 些"
39bf4310da8261c5,wrong_image,0.4,固,có,s2_inter_s3_corrected,silver/yen11_page_0028_c06_122.png,"古 nằm hẳn TRÊN ô vuông (đáng lẽ nằm trong ô); trông như dính/cắt lệch, không phải 固 sạch."
7344bf1da647c693,unsure,0.4,為,vì,s2_inter_s3_corrected,silver/yen2_page_0222_c04_066.png,"Chữ dạng ô vuông giống 唐/庿, không thấy nét uốn đặc trưng của 為; khó quyết."
e2be32f036681343,unsure,0.4,柴,thầy,s2_inter_s3_corrected,silver/yen4_page_0046_c04_087.png,"Glyph rất mờ/sờn, chỉ thấy dạng cây (木), không rõ bộ 此 trên của 柴."
8abeebe739480274,unsure,0.4,添,thêm,s2_inter_s3_corrected,silver/yen4_page_0302_c08_158.png,"Cấu trúc dọc 天/士 trên, chân nước dưới; không thấy bộ thủy trái của 添, có thể là 忝; khó quyết."
1844089fb31e10a6,unsure,0.4,嬈,nhiêu,s2_inter_s3_corrected,silver/yen11_page_0058_c07_131.png,Bên phải rõ 堯 nhưng bộ trái mờ (giống 火 hơn 女) và có vệt lạ trên đầu; khó phân biệt 嬈/燒.
e505224a52f36640,unsure,0.42,尼,này,s2_inter_s3_corrected,silver/yen4_page_0082_c05_090.png,"Glyph giống chữ có 己/心 (như 忌) hơn là 尼 (尸+匕) rõ ràng, nhưng có thể là 尼 dạng thảo; không quyết được."
b0b3cf2e04cdfd3e,wrong_image,0.45,買,mới,s2_inter_s3_corrected,silver/yen4_page_0194_c03_064.png,"Crop nhỏ nhiều nền trắng, chỉ rõ ô 罒 và nét lạ, thiếu 貝 của 買 — nghi cắt cụt."
7af7af2b37f69db1,unsure,0.45,噲,gọi,s2_inter_s3_corrected,silver/yen2_page_0246_c01_014.png,"Crop tối/nén, không xác nhận được bộ 口+會 của 噲 (gọi)."
de7b1cd050fa43dc,wrong_image,0.45,召,chịu,s2_inter_s3_corrected,silver/yen2_page_0102_c02_030.png,"Crop vỡ mảnh: giữa là ô 己/巳 thiếu nét 刀 của 召, trên/dưới mờ."
5af339305e733c57,unsure,0.45,𧵆,gần,s2_inter_s3_corrected,silver/yen11_page_0078_c02_023.png,"Chữ hiếm; crop trông như khối bao 門/開, khác ref 貝+斤 nhưng không dám chắc."
024e448c18615446,unsure,0.45,改,cãi,s2_inter_s3_corrected,silver/yen2_page_0118_c08_159.png,"Crop có nhiều nét lạ ở đỉnh, thân chữ mờ/bệt, không xác nhận được là 改"
c52dfddba2b8ba17,wrong_image,0.45,丕,vậy,s2_inter_s3_corrected,silver/yen4_page_0260_c05_103.png,"Crop bệt, có khung/門 lộn xộn, không phải 丕 gọn (不+一); nghi lỗi cắt/nhầm ô"
907a3f675fecb864,wrong_image,0.45,没,một,s2_inter_s3_corrected,silver/yen2_page_0154_c04_073.png,"Crop bệt/khung, có mảnh lạ ở đỉnh, không có bộ 氵 của 没; nghi lỗi cắt"
64b7e674a1bf077a,unsure,0.45,買,mới,s2_inter_s3_corrected,silver/yen2_page_0154_c02_023.png,"Crop mờ/bệt, có mảnh rời ở đỉnh; không xác nhận chắc là 買"
ff6342d2fb617030,wrong_image,0.45,道,đạo,s3_head_bank_consensus,silver/yen4_page_0212_c09_162.png,"Crop hep (42px), vo net, chi con manh 首 (丷+目), mat bo 辶 -> cat cut, khong du 道."
18a994ab5101713c,wrong_image,0.45,秋,su,s2_inter_s3_corrected,silver/yen11_page_0272_c03_042.png,秋 (禾+火) phía trên khớp ref nhưng dính thêm 1 ô vuông (chữ khác) ở đáy → cắt dính.
4fbac61ec0b4fe70,wrong_image,0.45,喡,và,s2_inter_s3_corrected,silver/yen2_page_0290_c02_019.png,"Crop cao, có phần 早/干 thêm ở đáy, không khớp 喡 gọn (口+咼) → nghi cắt dính."
0beb21d967fc4fa1,wrong_image,0.45,塊,khỏi,s2_inter_s3_corrected,silver/yen4_page_0272_c09_183.png,"Crop cao gồm bộ 广/庄 trên và 木 dưới, không khớp 塊 (土+鬼) → nghi cắt sai/dính."
1324b77419bee4e1,unsure,0.45,尼,nơi,s2_inter_s3_corrected,silver/yen2_page_0162_c04_072.png,Chữ 尸 bọc 口 (尼 hay 居?) kèm ô vuông nhiễu phía trên; không quyết được.
0cff3bc01533ac56,wrong_label,0.45,庄,chăng,s3_head_bank_consensus,silver/yen2_page_0066_c01_003.png,"Trên có bộ 弓 (giống 弡), phần dưới lộn xộn; không phải 庄 (广+土)."
5aa1b8085669ad2f,wrong_image,0.45,東,ông,s2_inter_s3_corrected,silver/yen2_page_0062_c05_086.png,"Crop mờ/mất nét, gần như trống; không nhận ra 東."
59cdbd5ae9e5bda6,wrong_label,0.45,尼,nay,s3_head_bank_consensus,silver/yen2_page_0192_c01_006.png,"Crop có cấu trúc ghép/nét chéo phức tạp phía dưới, không khớp glyph 尼 đơn giản của ref; nhiều khả năng là 𠉞 (亻+尼)."
c83dfa70feab4602,unsure,0.45,踈,thưa,s2_inter_s3_corrected,silver/yen4_page_0128_c05_098.png,Bộ trái cong như 糸 hơn là 足 của 踈; lại có nét dính trên nên khó quyết.
933f10ab8a246d8f,wrong_image,0.45,召,chịu,s2_inter_s3_corrected,silver/yen2_page_0234_c01_006.png,"Crop rat cao, chong nhieu manh (bleed + net + khung 田/口), khong doc sach duoc 召, loi cat/dinh."
1e48b8004762f0d8,wrong_image,0.45,呐,nói,s2_inter_s3_corrected,silver/yen11_page_0120_c04_077.png,Crop dinh 2 chu doc: chu 辶 lon o tren + 呐 o duoi; tuy 呐 co mat nhung day la loi cat/dinh.
017ec3ac2a0225e7,unsure,0.45,命,mình,s2_inter_s3_corrected,silver/yen11_page_0282_c02_037.png,"Crop rối: mảnh glyph rời phía trên + chữ dưới dạng blob tạm giống 命 nhưng không đọc chắc, khó quyết."
ea8def8e3bac8f85,unsure,0.45,𤯝,thắng,s2_inter_s3_corrected,silver/yen4_page_0064_c05_105.png,"Glyph mờ, trông giống 有 hơn là 生+月; không chắc đúng là 𤯝."
d6585140afbcd67b,wrong_image,0.45,蚤,tao,s2_inter_s3_corrected,silver/yen11_page_0134_c09_202.png,"Có một chữ dạng 阝/田 phía trên chồng lên 蚤 (叉+虫) bên dưới, nghi dính 2 chữ."
759a7be86c5ecec9,wrong_label,0.45,欺,khi,s2_inter_s3_corrected,silver/yen4_page_0176_c08_174.png,"Ref 欺 = 其+欠 (trái-phải); crop xếp dọc, phần trên tròn không phải 其, không khớp 欺."
f732a98a75d166b6,wrong_image,0.45,傷,thương,s2_inter_s3_corrected,silver/yen4_page_0188_c04_068.png,Đáy crop rõ 傷 (亻+昜) khớp ref nhưng phía trên dính thêm một chữ (bộ 心) → crop chứa 2 chữ.
c37fbf2041ff5ee3,wrong_image,0.45,特,sệt,s3_head_bank_consensus,silver/yen11_page_0160_c05_084.png,"Ref 特 = 牛+寺; crop là ô 口 phía trên + chữ bộ 忄 phía dưới, không phải 特, nghi cắt/ghép."
458f907e44b18b65,unsure,0.45,連,lên,s2_inter_s3_corrected,silver/yen11_page_0186_c04_079.png,"Crop mờ, hai khối chồng dọc, không thấy rõ nét sổ 辶 của 連; khác rõ so với ref nhưng chất lượng kém khó quyết."
d5bba1c616cbcaa1,wrong_label,0.45,衣,ấy,s2_inter_s3_corrected,silver/yen2_page_0156_c03_038.png,"Crop đầu ⺌, thân khối 立/亚, không có đáy loe 𧘇 đặc trưng của 衣 trong ref; là chữ khác."
ce8c3b8067b06256,wrong_image,0.45,些,ta,s2_inter_s3_corrected,silver/yen2_page_0236_c07_126.png,Crop dính 2 chữ xếp dọc: 些 (此+二) ở trên và 1 chữ khác (giống bộ 石) ở dưới; lấy dư ô.
b7e370c5298db4f5,wrong_label,0.45,袩,xem,s2_inter_s3_corrected,silver/yen4_page_0300_c05_089.png,"Crop là glyph đối xứng kiểu 本/夲 một thân đứng, không có bộ 衤 trái của 袩; không khớp ref."
ff87ba89c00424c3,wrong_label,0.45,罢,bởi,s2_inter_s3_corrected,silver/yen4_page_0078_c05_114.png,"罢 là 罒 trên 去; crop có ô lưới ở dưới + nét trên khác, không khớp."
b1fac882b0705eee,wrong_label,0.45,麻,mà,s3_head_bank_consensus,silver/yen11_page_0284_c09_147.png,"Crop là chữ khác: trên là nét móc/vuốt, dưới là ô vuông; không giống 麻 (广 mái + 林 hai 木) trong ref."
f0eab04076b19d5d,wrong_label,0.45,吝,lần,s2_inter_s3_corrected,silver/yen2_page_0056_c05_086.png,"Crop trông là 1 chữ phức tạp (mái 宀+hộp trên, cụm 禾/春 dưới, giống 稟/寅), không phải 文+口 của 吝 → sai nhãn; độ tin thấp do nét mòn."
4678b57d0fe2a653,wrong_image,0.5,欺,khi,s2_inter_s3_corrected,silver/yen4_page_0078_c01_015.png,Crop có 2 glyph xếp dọc: phần 欺 phía trên + chữ 舌/香 riêng bên dưới (lỗi cắt gộp cột).
ce6d8ff3e3a6940d,wrong_image,0.5,朱,cho,s2_inter_s3_corrected,silver/yen11_page_0240_c08_161.png,"朱 chỉ mờ ở đỉnh, glyph chiếm phần lớn là chữ khác khung 尸 bên dưới → cắt nhầm/dính chữ."
